                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                0.66134,                0.43368,                0.84637,                0.90056,                0.87331,                0.93546,                0.63167,                   1.23,                0.66855,                0.99321,              0.0006139,              0.0006139,              0.0006139
                    119,                0.66706,                 0.4422,                0.85494,                 0.9717,                0.94975,                0.97356,                0.68528,                 1.1739,                0.55407,                0.98291,              0.0006106,              0.0006106,              0.0006106
                    120,                0.67258,                 0.4334,                0.84938,                  0.934,                0.90551,                0.94953,                0.65754,                 1.1959,                 0.6202,                0.98156,              0.0006073,              0.0006073,              0.0006073
                    121,                0.70841,                0.43842,                0.85735,                0.95672,                 0.8942,                0.93803,                0.64684,                 1.2025,                0.64318,                0.98428,               0.000604,               0.000604,               0.000604
                    122,                0.66277,                0.41993,                0.85042,                0.96561,                0.94935,                0.97242,                0.67938,                 1.2001,                0.52417,                0.98373,              0.0006007,              0.0006007,              0.0006007
                    123,                   0.68,                0.43468,                0.85691,                0.95477,                0.93132,                0.96081,                0.66761,                 1.2073,                 0.5859,                0.98807,              0.0005974,              0.0005974,              0.0005974
                    124,                 0.6534,                0.42695,                0.85205,                 0.9634,                0.90542,                0.94877,                0.65455,                 1.2261,                0.54998,                0.99713,              0.0005941,              0.0005941,              0.0005941
                    125,                0.64425,                0.41604,                0.84758,                0.96659,                0.95015,                0.97313,                0.68474,                 1.1795,                0.54854,                0.98754,              0.0005908,              0.0005908,              0.0005908
                    126,                0.63166,                0.41231,                0.84632,                0.97078,                0.94968,                0.97235,                0.68308,                 1.2082,                0.53162,                0.99402,              0.0005875,              0.0005875,              0.0005875
                    127,                0.63127,                0.41787,                 0.8486,                0.95699,                0.94901,                0.97201,                0.67882,                 1.1911,                0.53051,                0.99204,              0.0005842,              0.0005842,              0.0005842
                    128,                0.64385,                0.41744,                0.84945,                0.97947,                0.95157,                 0.9735,                0.67943,                 1.1802,                0.55117,                0.99048,              0.0005809,              0.0005809,              0.0005809
                    129,                0.64804,                0.42429,                0.85034,                0.96466,                0.94248,                0.96783,                0.68205,                 1.1727,                0.53365,                 0.9831,              0.0005776,              0.0005776,              0.0005776
                    130,                0.65251,                0.42801,                0.85966,                0.95937,                 0.8931,                0.94255,                0.63765,                 1.2656,                0.57085,                 1.0398,              0.0005743,              0.0005743,              0.0005743
                    131,                0.64431,                0.42802,                0.85598,                 0.9343,                0.84903,                0.90258,                0.57253,                 1.4146,                0.64884,                 1.0807,               0.000571,               0.000571,               0.000571
                    132,                0.63797,                0.42437,                0.84513,                0.95462,                0.87892,                0.92997,                0.61399,                 1.3213,                0.59958,                 1.0413,              0.0005677,              0.0005677,              0.0005677
                    133,                0.63304,                0.40822,                0.85106,                0.95944,                0.89073,                0.93419,                0.62041,                 1.3234,                0.58495,                 1.0469,              0.0005644,              0.0005644,              0.0005644
                    134,                0.62976,                0.41855,                0.84286,                0.95884,                0.94458,                0.96948,                0.68683,                 1.1517,                0.57131,                0.97638,              0.0005611,              0.0005611,              0.0005611
                    135,                0.63373,                0.41572,                0.84885,                0.94973,                0.95771,                0.97358,                0.68317,                 1.1581,                0.55726,                0.98001,              0.0005578,              0.0005578,              0.0005578
                    136,                0.63951,                0.41805,                0.84855,                0.95504,                0.90939,                 0.9419,                0.63898,                 1.2724,                0.57448,                 1.0391,              0.0005545,              0.0005545,              0.0005545
                    137,                0.63043,                0.41392,                 0.8499,                0.95307,                0.95539,                0.97263,                0.67949,                 1.1735,                0.55026,                0.98554,              0.0005512,              0.0005512,              0.0005512
                    138,                0.62429,                0.41312,                0.84522,                0.97172,                0.95366,                0.97611,                0.68385,                 1.1832,                0.54798,                0.99379,              0.0005479,              0.0005479,              0.0005479
                    139,                0.63773,                0.42194,                 0.8541,                0.95882,                0.93128,                0.96454,                0.66705,                 1.1856,                0.58624,                0.98281,              0.0005446,              0.0005446,              0.0005446
                    140,                0.61606,                0.40443,                0.84629,                0.93887,                0.90998,                0.95266,                0.65137,                 1.2012,                0.60736,                0.99693,              0.0005413,              0.0005413,              0.0005413
                    141,                0.63745,                0.41055,                0.84764,                 0.9634,                 0.9523,                0.97249,                0.68349,                 1.1759,                0.54013,                0.98761,               0.000538,               0.000538,               0.000538
                    142,                0.61497,                0.39265,                0.84533,                0.96344,                 0.9534,                0.96946,                0.67951,                 1.1778,                0.52646,                0.98979,              0.0005347,              0.0005347,              0.0005347
                    143,                0.63619,                0.40273,                0.84798,                0.96991,                0.95656,                0.97481,                0.68886,                 1.1755,                0.51678,                0.98659,              0.0005314,              0.0005314,              0.0005314
                    144,                0.67248,                0.42906,                0.85746,                0.96229,                0.94961,                0.97124,                 0.6848,                 1.1455,                0.52574,                0.97425,              0.0005281,              0.0005281,              0.0005281
